"AGENCY","YEAR","ORI","STATE","COUNTY","POP","COMPSTAT","COMPSTATDATE","HASCOMPSTAT","YEAR.UNFOUNDED.MURDER","YEAR.UNFOUNDED.RAPE.TOT","YEAR.UNFOUND.AUTO.THFT","YEAR.ACT.NUM.MURDER","YEAR.ACT.NUM.RAPE.TOT","YEAR.ACT.NUM.ASSAULT.TOT","YEAR.ACT.VHC.THFT.TOT","YEAR.ACT.ALL.FIELDS","YEAR.TOT.CLR.MURDER","YEAR.TOT.CLR.RAPE.TOT","YEAR.TOT.CLR.ASSAULT.TOT","YEAR.TOT.CLR.VHC.THFT.TOT","YEAR.TOT.CLR.ALL.FIELDS","SHAREPT2","clearrate","unfoundrapepct","murderclearrate","rapeclearrate","assaultclearrate","unfoundmurderpct","unfoundassaultpct","PART1arrests","PART2arrests","popblackpct","popwhitepct","unfoundautopct","yearssincecompstat","FIPS_PLACE_ID","cdcHomicide","cdcSuicide","cdcUndetermined","cdcUnintentional","haselection","years_since_election","partisantotal","incidentsperpop","autoclearrate","YEAR.ACT.NUM.KILLINGS"
"TULSA",2008,"OK07205","Oklahoma",72,382954,1,2009,0,5,52,204,50,252,8365,2298,32532,41,92,2343,75,5830,0.734499139978704,0.179208164269027,0.171052631578947,0.745454545454545,0.365079365079365,0.280095636580992,0.0909090909090909,0.0187683284457478,6483,17935,0.115086675168863,0.799530354865483,0.11171240819482,-1,4075000,56,115,0,335.8778,0,2,1,0.0866527050246244,0.0326370757180157,50
"TULSA",2009,"OK07205","Oklahoma",72,384851,1,2009,1,2,64,166,68,254,7742,2073,32402,57,82,2287,77,6511,0.687116014171039,0.200944386149003,0.20125786163522,0.814285714285714,0.322834645669291,0.295401704985792,0.0285714285714286,0.0143857415658816,6977,15322,0.115451622216249,0.797613714422244,0.110682110682111,0,4075000,56,88,0,372.9686,1,0,1,0.086449041317289,0.0371442354076218,69
"TULSA",2010,"OK07205","Oklahoma",72,391906,1,2009,1,7,27,160,54,252,7823,2352,30867,34,54,2362,93,5999,0.64885712665192,0.194349953024265,0.0967741935483871,0.557377049180328,0.214285714285714,0.3019302058034,0.114754098360656,0.0211461461461461,6191,11440,0.116059544916532,0.796505755255528,0.0794520547945206,1,4075000,57,114,0,344.1202,0,1,1,0.0805371696274107,0.0395408163265306,56
"TULSA",2011,"OK07205","Oklahoma",72,396101,1,2009,1,5,27,178,49,266,7701,2434,31029,47,66,2506,105,6181,0.65749892565535,0.199200747687647,0.0921501706484642,0.87037037037037,0.24812030075188,0.325412284118946,0.0925925925925926,0.0253132514871535,6376,12240,0.120922497461061,0.775334334666618,0.0839292435077155,2,4075000,52,128,0,325.5748,0,2,1,0.0802143897642268,0.043138866064092,49
"TULSA",2013,"OK07205","Oklahoma",72,394498,1,2009,1,3,18,136,60,373,7695,2389,30103,51,83,2662,100,6426,0.663470182798921,0.213467096302694,0.0460358056265985,0.80952380952381,0.222520107238606,0.345938921377518,0.0476190476190476,0.0193704600484262,6738,13284,0.120778662077866,0.771480305506239,0.0704280155642023,4,4075000,63,105,0,337.9384,1,0,1,0.0780257441102363,0.0418585182084554,63
"PORTLAND",1990,"OR02602","Oregon",26,437319,1,1998,0,3,7,119,33,424,10742,5809,54449,23,135,4343,544,10506,0.649845674387942,0.192951202042278,0.0162412993039443,0.638888888888889,0.318396226415094,0.404300875069819,0.0833333333333333,0.00102297033386032,11685,21686,0.0612818926147725,0.878503350567747,0.0269681742043551,-8,4159000,35,98,11,220,0,1,0,0.125039159057804,0.0936477879153038,33
"PORTLAND",1991,"OR02602","Oregon",26,449671,1,1998,0,5,10,133,53,464,10651,6407,56051,26,128,4365,525,10605,0.648020830285831,0.189202690406951,0.0210970464135021,0.448275862068966,0.275862068965517,0.409820674115107,0.0862068965517241,0.000844277673545966,12031,22150,0.0624600943361536,0.875348913395934,0.0254031031335564,-7,4159000,54,91,15,218,0,2,0,0.125167066588684,0.0819416263461839,53
"PORTLAND",1993,"OR02602","Oregon",26,454889,1,1998,0,5,10,168,58,479,11656,8459,57818,36,138,5032,820,11840,0.656193102013213,0.20478051817773,0.0204498977505112,0.571428571428571,0.288100208768267,0.431708991077557,0.0793650793650794,0.00137080191912269,13218,25228,0.0631924750169851,0.870226148375516,0.0269182100540665,-5,4159000,53,115,NA,250,0,1,0,0.127791615097309,0.0969381723607991,58
"PORTLAND",1994,"OR02602","Oregon",26,463072,1,1998,0,5,20,189,50,400,12100,9543,60803,35,100,5270,878,11984,0.636425063021388,0.197095538049109,0.0476190476190476,0.636363636363636,0.25,0.435537190082645,0.0909090909090909,0.000660720185001652,13990,24489,0.0642793129920564,0.867583619479573,0.025030649775235,-4,4159000,58,119,NA,268,0,2,0,0.131985954667957,0.0920046107094205,52
"PORTLAND",1995,"OR02602","Oregon",26,458623,1,1998,0,2,13,182,43,426,12206,9113,61489,21,125,5307,852,12181,0.642959535246335,0.198100473255379,0.0296127562642369,0.466666666666667,0.293427230046948,0.434786170735704,0.0444444444444444,0.00114566284779051,14197,25566,0.0652984274566919,0.864441398500993,0.0282576242269141,-3,4159000,84,194,26,548,0,3,0,0.134827516282437,0.0934928124657083,44
"PORTLAND",1996,"OR02602","Oregon",26,467906,1,1998,0,2,11,219,51,402,10773,6506,55755,27,138,4667,614,11178,0.674234945705824,0.200484261501211,0.026634382566586,0.509433962264151,0.343283582089552,0.433212661282837,0.0377358490566038,0.00129785853341986,12870,26637,0.065826853891652,0.861863984102241,0.0436572100543878,-2,4159000,88,234,40,558,1,0,0,0.119996324047993,0.0943744236089763,52
"PORTLAND",1997,"OR02602","Oregon",26,473696,1,1998,0,2,9,155,46,356,10467,7300,58270,26,82,4195,695,10840,0.690887657076927,0.186030547451519,0.0246575342465753,0.541666666666667,0.230337078651685,0.400783414540938,0.0416666666666667,0.00133575040549566,12324,27545,0.0653919203564303,0.86016786100083,0.0315733616343858,-1,4159000,102,210,26,540,0,1,0,0.123689032628521,0.0952054794520548,47
"PORTLAND",1998,"OR02602","Oregon",26,488813,1,1998,1,3,10,189,26,361,9455,6041,50842,9,98,3939,448,9501,0.707012487992315,0.186873057708194,0.0269541778975741,0.310344827586207,0.271468144044321,0.41660497091486,0.103448275862069,0.00190013723213343,10675,25760,0.0658812782028644,0.857552543162645,0.0421753607103219,0,4159000,50,194,28,568,0,2,0,0.104729211375311,0.0741599073001159,27
"PORTLAND",1999,"OR02602","Oregon",26,508984,1,1998,1,3,6,145,35,340,9614,4690,46513,0,0,0,0,0,0.616625745352508,0,0.0173410404624277,0,0,0,0.0789473684210526,0.00103906899418121,8744,14064,0.0656961717395931,0.855643567367045,0.0463603090687271,1,4159000,39,99,15,247.272,0,3,0,0.0919282335004637,0,36
"PORTLAND",2000,"OR02602","Oregon",26,529121,1,1998,1,1,21,124,19,369,9510,4715,46589,0,0,0,0,0,0.729586946866453,0,0.0538461538461538,0,0,0,0.05,0.0015748031496063,11568,31211,0.0655761234800687,0.853563831073078,0.0418614102824629,2,4159000,27,87,18,245.2114,1,0,0,0.0885997720748184,0,19
"PORTLAND",2001,"OR02602","Oregon",26,537081,1,1998,1,3,11,152,21,305,7926,4677,48146,0,0,0,0,0,0.707158753709199,0,0.0348101265822785,0,0,0,0.125,0.000882390016387243,9474,22878,0.0648835133206541,0.853316056142907,0.043558282208589,3,4159000,31,82,20,265.8174,0,1,0,0.0902024089476262,0,21
"PORTLAND",2002,"OR02602","Oregon",26,544604,1,1998,1,2,11,128,20,354,7656,5180,48141,6,46,2946,199,8240,0.659738835725678,0.171163872790345,0.0301369863013699,0.272727272727273,0.129943502824859,0.384796238244514,0.0909090909090909,0.000783085356303837,6827,13237,0.0645415324606247,0.852593008480837,0.0382473078351281,4,4159000,26,96,26,278.181,0,2,0,0.0889031296134439,0.0384169884169884,22
"PORTLAND",2003,"OR02602","Oregon",26,545271,1,1998,1,2,1,144,27,310,7732,5868,51388,12,27,2775,226,8224,0.63086886130599,0.160037362808438,0.00321543408360129,0.413793103448276,0.0870967741935484,0.358898085876875,0.0689655172413793,0.000517063081695967,1368,2338,0.0638645492801641,0.851904131788617,0.03534440243301,5,4159000,26,101,22,274.0598,0,3,0,0.0946868621291064,0.0385139740967962,28
"PORTLAND",2004,"OR02602","Oregon",26,543838,1,1998,1,4,12,144,29,313,7555,5936,50680,13,38,3320,398,9030,0.670678910481663,0.17817679558011,0.0369230769230769,0.393939393939394,0.121405750798722,0.439444076770351,0.121212121212121,0.000529170525201746,16963,34546,0.063487955257071,0.851133076001993,0.0357374918778428,6,4159000,32,94,32,267.878,1,0,0,0.0937172466800775,0.0670485175202156,30
"PORTLAND",2005,"OR02602","Oregon",26,540389,1,1998,1,3,10,136,20,325,7656,5730,46785,9,50,3502,405,8712,0.707599523604389,0.186213529977557,0.0298507462686567,0.391304347826087,0.153846153846154,0.457419017763845,0.130434782608696,0.00117416829745597,11539,27924,0.0632454323155243,0.850389333839495,0.0345408593091828,7,4159000,32,95,20,269.9386,0,1,0,0.0870613576516176,0.0706806282722513,22
"PORTLAND",2006,"OR02602","Oregon",26,542174,1,1998,1,4,9,127,20,293,7560,4478,41169,12,50,3464,272,8195,0.715132978723404,0.199057543297141,0.0298013245033113,0.5,0.170648464163823,0.458201058201058,0.166666666666667,0.000925069380203515,10711,26889,0.0629301119736732,0.850259183407577,0.0425486422920676,8,4159000,28,107,24,290.5446,0,2,0,0.0763942940827115,0.060741402411791,23
"PORTLAND",2007,"OR02602","Oregon",26,538133,1,1998,1,1,27,133,22,280,7194,4768,40375,10,76,3323,271,8236,0.688681789577777,0.203987616099071,0.0879478827361563,0.434782608695652,0.271428571428571,0.461912705031971,0.0434782608695652,0.000972087210109707,10389,22982,0.0624529570566924,0.849320646135274,0.042570281124498,9,4159000,27,107,30,332.7869,0,3,0,0.0755538129049882,0.0568372483221476,26
"PORTLAND",2008,"OR02602","Oregon",26,553023,1,1998,1,3,16,99,26,250,6754,3339,37406,13,74,3111,209,8186,0.672077820524851,0.218841897021868,0.0601503759398496,0.448275862068966,0.296,0.46061593129997,0.103448275862069,0.0013307703681798,10484,21487,0.0620968522391137,0.84907073520687,0.0470890410958904,10,4159000,31,107,19,302.9082,1,0,0,0.0680767346023583,0.0625935908954777,27
"PORTLAND",2009,"OR02602","Oregon",26,560908,1,1998,1,1,5,116,19,252,6224,3175,34028,7,30,2918,134,7768,0.668325155268847,0.22828259080757,0.0194552529182879,0.35,0.119047619047619,0.468830334190231,0.05,0.00112341518215375,9666,19477,0.0613909531724337,0.849346831687248,0.0505382775119617,11,4159000,22,111,25,312.1809,0,1,0,0.0611044948547712,0.0422047244094488,20
"PORTLAND",2010,"OR02602","Oregon",26,583776,1,1998,1,5,1,98,22,230,5832,3245,35481,12,23,2724,166,6652,0.694985204796761,0.18748062343226,0.00432900432900433,0.444444444444444,0.1,0.467078189300412,0.185185185185185,0.00051413881748072,7834,17850,0.0608978656492644,0.849170651898623,0.0441826215022091,12,4159000,31,109,26,298.787,0,2,0,0.06109192567012,0.05115562403698,23
"PORTLAND",2011,"OR02602","Oregon",26,589991,1,1998,1,2,4,105,20,258,5926,3225,37143,5,36,2671,157,6397,0.726707628184399,0.172226260668228,0.0152671755725191,0.227272727272727,0.13953488372093,0.450725615929801,0.0909090909090909,0.00101146325016858,7606,20225,0.0679619827882408,0.832719455277368,0.0390345649582837,13,4159000,24,113,10,343.0899,0,3,0,0.0632653718446553,0.0486821705426357,20
"PORTLAND",2013,"OR02602","Oregon",26,609136,1,1998,1,2,4,87,14,234,5854,3289,36652,5,28,2723,168,6996,NA,0.190876350540216,0.0168067226890756,0.3125,0.11965811965812,0.465152032798087,0.125,0.00102389078498294,0,0,0.0675724008657037,0.829929433141622,0.0433391506689936,15,4159000,24,138,13,347.2111,0,4,0,0.0605037298731318,0.0510793554271815,14
"PHILADELPHIA",1990,"PAPEP00","Pennsylvania",51,1585577,1,1998,0,16,65,392,503,734,18276,25868,125086,382,540,13836,3964,36588,0.660713735874619,0.292502758102426,0.081351689612015,0.736030828516378,0.735694822888283,0.757058437294813,0.0308285163776493,0.00256508213720461,33057,64374,0.405606791168048,0.563267653142443,0.0152651414214473,-8,4260000,487,213,23,694,0,1,1,0.0793408330216697,0.15323952373589,625
"PHILADELPHIA",1991,"PAPEP00","Pennsylvania",51,1596699,1,1998,0,21,43,270,440,904,16047,24318,117970,352,678,12186,3183,35522,0.680061944994413,0.301110451809782,0.0454065469904963,0.76355748373102,0.75,0.759394279304543,0.0455531453362256,0.00261047920939773,32642,69384,0.410762386873033,0.556091237934494,0.0116241261583482,-7,4260000,436,173,33,722,1,0,1,0.0742356574407575,0.130890698248211,440
"PHILADELPHIA",1993,"PAPEP00","Pennsylvania",51,1559534,1,1998,0,16,29,105,439,785,15366,23785,106204,314,583,12084,3120,31894,0.643822513307001,0.300308839591729,0.0356265356265356,0.69010989010989,0.742675159235669,0.786411557985162,0.0351648351648352,0.00253164556962025,31651,57212,0.422729652588746,0.540147107786699,0.0046034735300272,-5,4260000,425,174,25,850,0,2,1,0.0683037368855055,0.131175110363675,439
"PHILADELPHIA",1994,"PAPEP00","Pennsylvania",51,1560576,1,1998,0,22,37,172,404,721,16059,25281,109669,270,505,11899,2853,29907,0.674845426581484,0.272702404508111,0.0488126649076517,0.633802816901408,0.700416088765603,0.740955227598232,0.0516431924882629,0.00328947368421053,31606,65597,0.427663521611628,0.533151855157465,0.00722560376988023,-4,4260000,412,169,26,827,0,3,1,0.0705444656332021,0.112851548593806,404
"PHILADELPHIA",1995,"PAPEP00","Pennsylvania",51,1529848,1,1998,0,14,42,283,432,773,16903,23809,118026,283,492,12276,2855,31908,0.667880776592836,0.270347211631335,0.0515337423312883,0.634529147982063,0.636481241914618,0.726261610365024,0.031390134529148,0.00306694190504276,30364,61061,0.432469061386271,0.52635742404633,0.0127710743458971,-3,4260000,844,338,56,1692,1,0,1,0.077489397639504,0.119912638078038,432
"PHILADELPHIA",1996,"PAPEP00","Pennsylvania",51,1528403,1,1998,0,13,42,349,420,644,14643,20268,103270,291,376,10367,1619,25236,0.696115499863797,0.244369129466447,0.0612244897959184,0.672055427251732,0.583850931677019,0.707983336747934,0.0300230946882217,0.00435166927313524,27889,63886,0.436709148130755,0.519710811238561,0.0171661332557463,-2,4260000,804,392,78,1452,0,1,1,0.067987304395503,0.0798796131833432,420
"PHILADELPHIA",1997,"PAPEP00","Pennsylvania",51,1524409,1,1998,0,26,68,644,418,650,15736,22536,105256,274,399,11251,2669,26773,0.733021777736237,0.254360796534164,0.0947075208913649,0.617117117117117,0.613846153846154,0.714984748347738,0.0585585585585586,0.00373535929091485,28564,78426,0.44046796085704,0.51390572502665,0.0290810391624661,-1,4260000,814,364,48,1754,0,2,1,0.0696873345670355,0.118432729854455,418
"PHILADELPHIA",1998,"PAPEP00","Pennsylvania",51,1449419,1,1998,1,9,163,657,338,752,30090,19523,127467,252,401,18256,1898,33084,0.773972550485592,0.259549530466709,0.178142076502732,0.726224783861671,0.533244680851064,0.606713193752077,0.0259365994236311,0.00360939103943839,29627,101450,0.444244423983669,0.507960588614998,0.0338496560597813,0,4260000,662,324,44,1366,0,3,1,0.0887238265815475,0.0972186651641653,338
"PHILADELPHIA",1999,"PAPEP00","Pennsylvania",51,1435382,1,1998,1,22,105,542,292,934,38061,17711,132022,221,515,14489,1980,28930,0.757678044350261,0.219130144975837,0.101058710298364,0.703821656050955,0.551391862955032,0.380678384698248,0.0700636942675159,0.00592875052235687,32018,100112,0.447604837691045,0.502310429034567,0.0307557598642806,1,4260000,315,155,37,766.5432,1,0,1,0.0928303406340612,0.111794929704703,296
"PHILADELPHIA",2000,"PAPEP00","Pennsylvania",51,1517550,1,1998,1,17,87,555,319,1021,38065,16147,125018,226,614,15194,2332,30367,0.759144839937318,0.242901022252796,0.0785198555956679,0.672619047619048,0.601371204701273,0.399159332720347,0.0505952380952381,0.0076903023983316,32277,101733,0.449738847334367,0.497819213384124,0.0343280904252138,2,4260000,324,163,27,761.3917,0,1,1,0.0832091199630984,0.144423112652505,319
"PHILADELPHIA",2001,"PAPEP00","Pennsylvania",51,1518302,1,1998,1,8,84,1615,309,1014,39580,15527,122982,216,674,15957,2877,32043,0.775965543017834,0.260550324437723,0.0765027322404372,0.681388012618297,0.664694280078895,0.403158160687216,0.0252365930599369,0.010425781933645,31469,108996,0.450912988397219,0.495626145533313,0.0950049542460803,3,4260000,310,143,22,719.1494,0,2,1,0.082646271953801,0.185290139756553,310
"PHILADELPHIA",2002,"PAPEP00","Pennsylvania",51,1524226,1,1998,1,12,75,1197,288,1035,39551,13302,113079,231,626,15440,1809,28522,0.7829523751781,0.252230741340125,0.0675675675675676,0.77,0.604830917874396,0.390382038380825,0.04,0.00936756418284283,28639,103309,0.452325755359108,0.493061062911176,0.0831265508684863,4,4260000,294,160,28,656.3011,0,3,1,0.0754743719107271,0.135994587280108,289
"PHILADELPHIA",2003,"PAPEP00","Pennsylvania",51,1495903,1,1998,1,13,78,970,348,1004,41055,13934,114479,227,623,15614,2122,28764,0.789814129291197,0.251260056429564,0.0720887245841035,0.628808864265928,0.620517928286853,0.380319084155401,0.03601108033241,0.00778210116731518,26970,101345,0.453384905790253,0.490475774447277,0.0658353445964065,5,4260000,341,169,38,636.7254,1,0,1,0.0776293650056187,0.152289364145256,349
"PHILADELPHIA",2004,"PAPEP00","Pennsylvania",51,1484224,1,1998,1,23,101,668,330,1001,40145,12587,112167,215,635,16149,1695,28767,0.802668976942836,0.256465805450801,0.0916515426497278,0.609065155807365,0.634365634365634,0.402266782911944,0.0651558073654391,0.00856959399387533,25966,105620,0.454708567543214,0.487622165964175,0.0507541478129713,6,4260000,332,160,51,747.9978,0,1,1,0.076485759561899,0.134662747278939,333
"PHILADELPHIA",2005,"PAPEP00","Pennsylvania",51,1472915,1,1998,1,15,117,585,377,1024,38289,11420,110178,236,675,14760,1573,27294,0.806498831283289,0.247726406360616,0.102541630148992,0.602040816326531,0.6591796875,0.38548930502233,0.038265306122449,0.00535134433043252,25249,105236,0.455146465295418,0.485833835773049,0.048888148579995,7,4260000,369,165,39,762.422,0,2,1,0.0755474687948728,0.137740805604203,377
"PHILADELPHIA",2006,"PAPEP00","Pennsylvania",51,1464576,1,1998,1,24,99,525,407,960,37303,11655,112251,226,605,14555,2006,28084,0.80543554928584,0.250189307890353,0.0934844192634561,0.524361948955916,0.630208333333333,0.390183095193416,0.0556844547563805,0.00652498135719612,26481,109623,0.454716279743009,0.484880205540514,0.0435745937961595,8,4260000,400,140,38,787.1492,0,3,1,0.0779365495542737,0.172114972114972,407
"PHILADELPHIA",2007,"PAPEP00","Pennsylvania",51,1435533,1,1998,1,25,108,579,392,956,36037,11104,109439,229,636,14302,2326,28316,0.81252105394203,0.258737744314184,0.101503759398496,0.54916067146283,0.665271966527197,0.39686988373061,0.0599520383693046,0.00593070727132296,25601,110953,0.452004998518885,0.486551276996024,0.0500470527846693,9,4260000,378,134,40,792.3007,1,0,1,0.0776171637990907,0.209474063400576,393
"PHILADELPHIA",2008,"PAPEP00","Pennsylvania",51,1441117,1,1998,1,18,105,560,331,1038,35531,9054,109098,248,704,15314,2058,30441,0.800943452469669,0.279024363416378,0.0918635170603675,0.710601719197708,0.678227360308285,0.431003912076778,0.0515759312320917,0.00765256249127217,26711,107477,0.449757230657168,0.487850496412831,0.0596177814707104,10,4260000,319,178,32,768.6038,0,1,1,0.0771366932733428,0.227302849569251,331
"PHILADELPHIA",2009,"PAPEP00","Pennsylvania",51,1547605,1,1998,1,25,110,401,302,896,33406,6978,99530,228,702,15147,1787,29131,0.807350458472641,0.292685622425399,0.10934393638171,0.697247706422018,0.783482142857143,0.453421541040532,0.0764525993883792,0.00925321786582834,23279,97557,0.446241652490636,0.490644465152778,0.0548557496952458,11,4260000,295,153,15,689.2707,0,2,1,0.0655289948016451,0.256090570364001,303
"PHILADELPHIA",2010,"PAPEP00","Pennsylvania",51,1526006,1,1998,1,15,95,265,306,945,33591,7068,100993,214,608,14164,937,27046,0.79872886217103,0.267800738665056,0.0913461538461538,0.666666666666667,0.643386243386243,0.421660563841505,0.0467289719626168,0.00955329500221141,26316,104433,0.442389483470239,0.493635046031311,0.0365321701199564,12,4260000,309,146,10,725.3312,0,3,1,0.0673614651580662,0.132569326542162,306
"PHILADELPHIA",2011,"PAPEP00","Pennsylvania",51,1530873,1,1998,1,23,92,231,324,833,34889,7447,103909,195,611,15805,996,28786,0.786058291123474,0.277030863544063,0.0994594594594595,0.561959654178674,0.733493397358944,0.453008111439136,0.0662824207492795,0.00858173964934216,25765,94665,0.457779541912529,0.46174299833757,0.0304647832313501,13,4260000,334,167,12,846.9066,1,0,1,0.0688848781054993,0.133745132268027,324
"PHILADELPHIA",2013,"PAPEP00","Pennsylvania",51,1553153,1,1998,1,22,78,256,247,1279,31334,5791,93881,174,901,14727,1218,27904,0.813522750669137,0.297227340995516,0.0574797347089167,0.646840148698885,0.704456606724003,0.470000638284292,0.0817843866171004,0.0103906768152102,22643,98782,0.455759833218941,0.460251328361777,0.0431262392597488,15,4260000,244,156,0,781.9977,0,1,1,0.0614356731114063,0.210326368502849,254
"PITTSBURGH",1990,"PAPPD00","Pennsylvania",2,369879,1,1997,0,1,56,236,35,302,13235,8634,43386,33,190,8463,1039,13759,0.661616496485877,0.317129949753377,0.156424581005587,0.916666666666667,0.629139072847682,0.639440876463921,0.0277777777777778,0.00105668352328478,10207,19957,0.11281625446983,0.875773897691398,0.0274836674926785,-7,4261000,71,155,18,356,0,1,1,0.118468472121964,0.120338197822562,37
"PITTSBURGH",1991,"PAPPD00","Pennsylvania",2,372349,1,1997,0,0,51,480,36,300,13887,7476,43238,34,202,8477,868,13441,NA,0.310860816874046,0.145299145299145,0.944444444444444,0.673333333333333,0.610427018074458,0,0.000935251798561151,0,0,0.114515086649707,0.873299786691173,0.0624529721595184,-6,4261000,63,157,14,330,0,2,1,0.117951169467355,0.116104868913858,38
"PITTSBURGH",1993,"PAPPD00","Pennsylvania",2,368473,1,1997,0,2,29,504,80,226,14901,6506,42125,56,131,8570,778,12881,0.65123948567829,0.305780415430267,0.113725490196078,0.682926829268293,0.579646017699115,0.575129185960674,0.024390243902439,0.00160804020100503,9412,17575,0.118324218461035,0.867852907705286,0.0757209830941895,-4,4261000,110,155,13,339,1,0,1,0.116157764612333,0.119581924377498,80
"PITTSBURGH",1994,"PAPPD00","Pennsylvania",2,368594,1,1997,0,3,28,393,64,261,14186,5342,39225,50,126,8899,722,13133,0.632267337405677,0.334811982154238,0.0968858131487889,0.746268656716418,0.482758620689655,0.627308614126604,0.0447761194029851,0.00175920061923862,10234,17596,0.119890641941714,0.865467962984655,0.0714409873109682,-3,4261000,103,153,13,399,0,1,1,0.107893780148348,0.135155372519656,64
"PITTSBURGH",1995,"PAPPD00","Pennsylvania",2,354780,1,1997,0,1,25,340,58,243,12929,3387,33583,48,118,8153,588,11963,0.649824410521035,0.356221897984099,0.0932835820895522,0.813559322033898,0.48559670781893,0.630597880733235,0.0169491525423729,0.00316114109483423,9772,18134,0.121550746336373,0.863017406953707,0.0965590824219792,-2,4261000,182,282,36,694,0,2,1,0.0961299960538926,0.173604960141718,60
"PITTSBURGH",1996,"PAPPD00","Pennsylvania",2,354308,1,1997,0,2,32,302,47,206,11523,2810,29257,31,142,7382,583,10779,0.652840542285345,0.368424650510989,0.134453781512605,0.63265306122449,0.689320388349515,0.640631779918424,0.0408163265306122,0.00526588397790055,8604,16180,0.12314105272775,0.860485212551725,0.101087651951376,-1,4261000,154,240,32,682,0,3,1,0.0840539869266288,0.207473309608541,47
"PITTSBURGH",1997,"PAPPD00","Pennsylvania",2,353248,1,1997,1,1,46,368,50,175,11220,2816,30762,35,123,6749,538,10401,0.638729284391472,0.338111956309733,0.208144796380091,0.686274509803922,0.702857142857143,0.601515151515152,0.0196078431372549,0.00935899699805757,7608,13451,0.124740453122077,0.85810031621014,0.122194513715711,0,4261000,166,366,NA,696,1,0,1,0.0891045384545702,0.191051136363636,51
"PITTSBURGH",1998,"PAPPD00","Pennsylvania",2,360374,1,1997,1,0,50,383,36,194,10782,2827,30926,28,144,6711,714,10622,0.657341584411599,0.343465045592705,0.204918032786885,0.777777777777778,0.742268041237113,0.622426265998887,0,0.0107349298100743,6700,12853,0.126246886162903,0.855700194436251,0.125309405940594,1,4261000,146,302,26,824,0,1,1,0.0880474174052512,0.252564556066502,36
"PITTSBURGH",1999,"PAPPD00","Pennsylvania",2,347072,1,1997,1,0,46,353,49,138,10288,3197,30263,34,108,6839,860,10919,0.693838537326602,0.360803621584113,0.25,0.693877551020408,0.782608695652174,0.664755054432348,0,0.00867219117363654,6246,14155,0.127582352104918,0.853381674224139,0.105984340044743,2,4261000,80,137,12,451.2714,0,2,1,0.0893042365849161,0.269002189552706,49
"PITTSBURGH",2000,"PAPPD00","Pennsylvania",2,341247,1,1997,1,2,31,246,37,128,10409,2503,28348,36,79,6370,397,9439,0.641031164727847,0.332968816142232,0.19496855345912,0.923076923076923,0.6171875,0.611970410221923,0.0512820512820513,0.00828887195121951,4999,8927,0.128890052028811,0.850905426308142,0.0944283646888567,3,4261000,71,136,0,447.1502,0,3,1,0.0848212585019062,0.158609668397922,37
"PITTSBURGH",2001,"PAPPD00","Pennsylvania",2,341414,1,1997,1,3,49,348,55,134,10547,2732,28864,41,118,6828,442,10415,0.74795672141356,0.360830099778271,0.26775956284153,0.706896551724138,0.880597014925373,0.647387882810278,0.0517241379310345,0.0139304412864622,6476,19218,0.128448952555613,0.850756952514754,0.115571382324377,4,4261000,88,130,0,473.938,1,0,1,0.0870966041228538,0.161786237188873,55
"PITTSBURGH",2002,"PAPPD00","Pennsylvania",2,342529,1,1997,1,1,57,264,47,148,10850,2537,28605,40,125,7105,260,10422,0.751856562589751,0.364341898269533,0.278048780487805,0.833333333333333,0.844594594594595,0.654838709677419,0.0208333333333333,0.00985581310458113,6048,18325,0.128491465613558,0.849886929849098,0.0984363894811656,5,4261000,84,136,17,483.2107,0,1,1,0.0855898332695918,0.102483247930627,48
"PITTSBURGH",2003,"PAPPD00","Pennsylvania",2,335302,1,1997,1,2,46,248,67,136,9053,2645,27326,53,114,5765,360,9154,0.745575729717306,0.334992315011345,0.252747252747253,0.768115942028985,0.838235294117647,0.636805478846791,0.0289855072463768,0.00908493870402802,5535,16220,0.128408124329266,0.849191144322111,0.0901272789817681,6,4261000,107,158,16,526.4833,0,2,1,0.0833099713094464,0.136105860113422,67
"PITTSBURGH",2004,"PAPPD00","Pennsylvania",2,334231,1,1997,1,0,42,214,46,99,9171,2392,26197,42,90,5939,410,9614,0.750922667582182,0.366988586479368,0.297872340425532,0.91304347826087,0.909090909090909,0.647584778104896,0,0.00466681137399609,5804,17498,0.128068169509069,0.848806672523981,0.0845771144278607,7,4261000,84,166,11,535.756,0,3,1,0.0800913140911525,0.171404682274247,47
"PITTSBURGH",2005,"PAPPD00","Pennsylvania",2,330780,1,1997,1,1,40,286,63,117,8537,2273,25964,44,107,5382,272,8719,0.756034320196115,0.335811123093514,0.254777070063694,0.6875,0.914529914529915,0.63043223614853,0.015625,0.00559114735002912,5175,16037,0.128079852689472,0.848067360497092,0.1148753894081,8,4261000,88,155,0,527.5136,1,0,1,0.0803676159380857,0.119665640123185,65
"PITTSBURGH",2006,"PAPPD00","Pennsylvania",2,324604,1,1997,1,3,53,300,56,102,7719,1865,24835,36,106,4977,238,8395,0.764764461378594,0.338031004630562,0.341935483870968,0.610169491525424,1.03921568627451,0.644772638942868,0.0508474576271186,0.00361430231057183,5433,17663,0.128113762640816,0.847360336919479,0.146062271062271,9,4261000,94,141,10,465.6956,0,1,1,0.0784617564786632,0.127613941018767,56
