index,Institution,,stateab,control,region,hbcu,ugds_women,ugds_black,npt4,tuitionfee_in,tuitionfee_out,avgfacsal,pftfac
298,University of Illinois at Springfield,,IL,1,3,0,0.4889,0.149,11205,11813,21338,7927,0.6319
299,Southern Illinois University-Carbondale,,IL,1,3,0,0.455,0.1498,16843,14704,29160,7652,0.8259
300,Southern Illinois University-Edwardsville,,IL,1,3,0,0.5316,0.1346,13532,12132,12132,8023,0.7254
301,Trinity Christian College,,IL,2,3,0,0.6725,0.0873,22970,30175,30175,7034,0.5
302,Trinity International University-Illinois,,IL,2,3,0,0.4306,0.166,19530,32390,32390,7707,0.3611
303,Western Illinois University,,IL,1,3,0,0.517,0.211,15970,12951,12951,9044,0.8978
304,Wheaton College,,IL,2,3,0,0.5503,0.0283,26180,36420,36420,9269,0.6793
305,Anderson University,,IN,2,3,0,0.6013,0.0661,23209,30450,30450,6318,1
306,Ball State University,,IN,1,3,0,0.5947,0.0842,15020,9896,26468,7514,0.8101
307,Bethel University,,IN,2,3,0,0.6431,0.0981,19496,28590,28590,5711,0.9875
308,Butler University,,IN,2,3,0,0.5921,0.0367,35488,41120,41120,8431,1
309,Calumet College of Saint Joseph,,IN,2,3,0,0.3911,0.2331,10113,19170,19170,5822,0.3182
310,DePauw University,,IN,2,3,0,0.5269,0.0537,23873,49704,49704,9659,0.8676
311,Earlham College,,IN,2,3,0,0.5424,0.078,19478,46450,46450,6431,0.9023
312,University of Evansville,,IN,2,3,0,0.5723,0.0367,22661,36416,36416,8169,0.9545
313,Franklin College,,IN,2,3,0,0.5124,0.0335,21563,32010,32010,6600,0.6803
314,Goshen College,,IN,2,3,0,0.6242,0.0436,18164,33700,33700,5783,0.6176
315,Grace College and Theological Seminary,,IN,2,3,0,0.5987,0.0377,20260,24768,24768,7055,1
316,Hanover College,,IN,2,3,0,0.5496,0.0591,21121,37670,37670,7804,0.8788
317,Holy Cross College,,IN,2,3,0,0.3896,0.0803,24666,30700,30700,5263,0.2667
318,Huntington University,,IN,2,3,0,0.581,0.0265,19938,26158,26158,6507,1
319,Purdue University Fort Wayne,,IN,1,3,0,0.523,0.0656,11404,8450,20288,7643,0.96
320,Indiana University-Purdue University-Indianapolis,,IN,1,3,0,0.5789,0.0911,10987,9465,29821,8512,0.5615
321,University of Indianapolis,,IN,2,3,0,0.6372,0.1043,20261,29688,29688,7501,0.9934
322,Indiana Institute of Technology,,IN,2,3,0,0.3327,0.1726,20285,26900,26900,6964,1
323,University of Southern Indiana,,IN,1,3,0,0.6236,0.0438,12827,8349,19436,7303,1
324,Indiana State University,,IN,1,3,0,0.5575,0.1854,13119,9090,19836,7455,0.7024
325,Indiana University-Kokomo,,IN,1,3,0,0.641,0.0447,8805,7344,19400,6276,0.5093
326,Indiana University-South Bend,,IN,1,3,0,0.6337,0.0832,8859,7344,19400,6405,0.5792
327,Indiana University-Bloomington,,IN,1,3,0,0.4957,0.0456,13428,10681,35456,10467,0.8704
328,Indiana University-Northwest,,IN,1,3,0,0.7033,0.1544,7665,7344,19400,7163,0.5055
329,Indiana University-Southeast,,IN,1,3,0,0.6083,0.0654,9517,7344,19400,6954,0.991
330,Indiana University-East,,IN,1,3,0,0.6427,0.0522,8875,7344,19400,6666,0.4326
331,Manchester University,,IN,2,3,0,0.5304,0.0852,17979,32758,32758,7849,0.859
332,Marian University,,IN,2,3,0,0.6307,0.1051,19937,34000,34000,6761,0.4832
333,Indiana Wesleyan University-Marion,,IN,2,3,0,0.6449,0.0329,19818,26630,26630,6945,1
334,Martin University,,IN,2,3,0,0.7418,0.9385,14095,13200,13200,5018,0.8462
335,University of Notre Dame,,IN,2,3,0,0.4765,0.0378,32096,53391,53391,14355,0.89
336,Oakland City University,,IN,2,3,0,0.4654,0.0746,14850,24000,24000,5603,0.2342
337,University of Saint Francis-Fort Wayne,,IN,2,3,0,0.717,0.0738,17460,30430,30430,6630,0.4627
338,Saint Mary-of-the-Woods College,,IN,2,3,0,0.8642,0.0509,16232,29960,29960,5259,0.3143
339,Saint Mary's College,,IN,2,3,0,1,0.0243,22200,42220,42220,7395,0.6582
340,Taylor University,,IN,2,3,0,0.5418,0.0355,24306,34114,34114,6603,0.6716
341,Trine University,,IN,2,3,0,0.3094,0.0413,24727,32176,32176,7570,0.4291
342,Valparaiso University,,IN,2,3,0,0.5574,0.0555,21635,40260,40260,7612,0.7581
343,Wabash College,,IN,2,3,0,0,0.0568,20549,43650,43650,8698,0.9579
344,Briar Cliff University,,IA,2,4,0,0.5484,0.122,18336,30970,30970,6298,0.7766
345,Buena Vista University,,IA,2,4,0,0.6527,0.0375,20087,34004,34004,6336,0.3666
346,Central College,,IA,2,4,0,0.5009,0.0242,21421,37296,37296,7229,0.9906
347,Clarke University,,IA,2,4,0,0.5869,0.0807,23464,33350,33350,6223,0.5874
348,Coe College,,IA,2,4,0,0.5588,0.0782,20349,44050,44050,6676,1
349,Cornell College,,IA,2,4,0,0.4795,0.0626,27204,42299,42299,7648,1
350,Dordt University,,IA,2,4,0,0.4584,0.0134,24513,30840,30840,6600,0.6103
351,Drake University,,IA,2,4,0,0.582,0.0484,29046,41396,41396,9507,0.6779
352,University of Dubuque,,IA,2,4,0,0.4412,0.1649,23759,34110,34110,6409,1
353,Graceland University-Lamoni,,IA,2,4,0,0.5778,0.0978,18693,29240,29240,6099,1
354,Grand View University,,IA,2,4,0,0.5494,0.0768,19121,27608,27608,6442,0.4118
355,Grinnell College,,IA,2,4,0,0.5455,0.0529,25358,52392,52392,11331,0.8044
356,Iowa State University,,IA,1,4,0,0.4224,0.0267,15140,8988,23392,11173,0.8388
357,Iowa Wesleyan University,,IA,2,4,0,0.5135,0.1582,26702,24600,30500,5912,1
358,University of Iowa,,IA,1,4,0,0.534,0.0302,15893,9267,31233,10160,0.8382
359,Loras College,,IA,2,4,0,0.4555,0.0316,18940,34184,34184,6453,0.719
360,Luther College,,IA,2,4,0,0.5724,0.0213,23792,42290,42290,7537,0.7327
361,Maharishi University of Management,,IA,2,4,0,0.6,0.1098,15093,16530,16530,2983,0.8559
362,Morningside College,,IA,2,4,0,0.5,0.0218,23214,31530,31530,6785,1
363,Mount Mercy University,,IA,2,4,0,0.6875,0.0786,20988,31998,31998,6786,1
364,University of Northern Iowa,,IA,1,4,0,0.5838,0.0277,16244,8938,19480,8277,0.7469
365,Northwestern College,,IA,2,4,0,0.5577,0.0199,23406,31100,31100,6734,1
366,Saint Ambrose University,,IA,2,4,0,0.5526,0.0437,24895,30894,30894,7405,1
367,Simpson College,,IA,2,4,0,0.5309,0.029,23187,39144,39144,6618,0.4537
368,Upper Iowa University,,IA,2,4,0,0.6087,0.202,21526,30450,30450,5915,1
369,Wartburg College,,IA,2,4,0,0.5347,0.0416,22089,41280,41280,6693,1
370,William Penn University,,IA,2,4,0,0.4348,0.236,19767,25600,25600,5571,0.9767
371,Baker University,,KS,2,4,0,0.5689,0.0982,21618,29830,29830,6309,0.1716
372,Benedictine College,,KS,2,4,0,0.5221,0.0309,23767,29530,29530,7009,0.601
373,Bethany College,,KS,2,4,0,0.4059,0.146,29482,27850,27850,4285,0.5455
374,Bethel College-North Newton,,KS,2,4,0,0.5385,0.1538,25213,28540,28540,5551,0.5811
375,Central Christian College of Kansas,,KS,2,4,0,0.4828,0.1868,12131,20350,20350,3741,0.2949
376,Emporia State University,,KS,1,4,0,0.6249,0.0429,14166,6758,20675,6835,0.8847
377,Fort Hays State University,,KS,1,4,0,0.5939,0.0327,12340,5130,15210,6986,0.5431
378,Friends University,,KS,2,4,0,0.5387,0.0822,18065,28415,28415,6792,1
379,University of Kansas,,KS,1,4,0,0.5154,0.0425,18571,11148,27358,10156,0.8369
380,Newman University,,KS,2,4,0,0.6533,0.0522,13417,30750,30750,5805,0.9785
381,Kansas State University,,KS,1,4,0,0.4698,0.0321,18450,10383,25887,9106,0.888
382,Kansas Wesleyan University,,KS,2,4,0,0.4031,0.1308,25302,29500,29500,5553,1
383,McPherson College,,KS,2,4,0,0.3282,0.1257,21871,28951,28951,6153,0.6818
384,MidAmerica Nazarene University,,KS,2,4,0,0.5948,0.1293,20496,29736,29736,6540,0.9762
385,Ottawa University-Ottawa,,KS,2,4,0,0.415,0.1431,25322,30050,30050,6034,0.9767
386,Pittsburg State University,,KS,1,4,0,0.4802,0.0379,13910,7298,18642,7365,0.7306
387,University of Saint Mary,,KS,2,4,0,0.485,0.1202,20798,28810,28810,6256,0.4718
388,Southwestern College,,KS,2,4,0,0.3668,0.1096,23029,30150,30150,5857,1
389,Sterling College,,KS,2,4,0,0.4085,0.1813,19940,26000,26000,4383,0.6
390,Tabor College,,KS,2,4,0,0.4417,0.1133,24394,28260,28260,5171,1
391,Washburn University,,KS,1,4,0,0.6075,0.0638,13683,8312,18560,7594,0.6022
392,Wichita State University,,KS,1,4,0,0.537,0.0604,14876,8270,17452,7873,0.9759
393,Alice Lloyd College,,KY,2,5,0,0.5357,0.0264,13540,11550,11550,4992,0.7778
394,Asbury University,,KY,2,5,0,0.5852,0.0432,27111,30198,30198,6576,0.5183
395,Bellarmine University,,KY,2,5,0,0.6399,0.0486,23223,42200,42200,8025,0.4189
396,Berea College,,KY,2,5,0,0.5748,0.1613,1964,39990,39990,8137,0.8466
397,Brescia University,,KY,2,5,0,0.7211,0.1318,13106,22100,22100,5476,0.4245
398,Campbellsville University,,KY,2,5,0,0.5868,0.1352,17872,25400,25400,5384,0.4371
399,Centre College,,KY,2,5,0,0.5102,0.0533,23053,41700,41700,8327,0.9496
400,University of the Cumberlands,,KY,2,5,0,0.5731,0.0224,17953,23000,23000,5193,0.317
401,Eastern Kentucky University,,KY,1,5,0,0.5725,0.0597,13845,9666,19444,7122,0.5764
402,Georgetown College,,KY,2,5,0,0.5525,0.0968,19186,38650,38650,6249,0.5247
403,Kentucky State University,,KY,1,5,1,0.5783,0.6229,10109,8090,19390,5894,0.8274
404,Kentucky Wesleyan College,,KY,2,5,0,0.4853,0.1277,24623,26160,26160,5235,0.5517
405,University of Kentucky,,KY,1,5,0,0.5548,0.075,18523,12245,29099,10688,0.8551
406,Kentucky Christian University,,KY,2,5,0,0.4143,0.1733,18931,19256,19256,4789,0.3258
407,Lindsey Wilson College,,KY,2,5,0,0.6073,0.0971,15773,24850,24850,5942,0.5685
408,University of Louisville,,KY,1,5,0,0.5197,0.1157,16692,11656,27278,8724,0.598
409,Midway University,,KY,2,5,0,0.7162,0.0714,22128,24750,24750,6515,0.2437
410,Morehead State University,,KY,1,5,0,0.6043,0.0374,12759,9070,13546,6554,0.7683
411,Murray State University,,KY,1,5,0,0.5911,0.0628,12242,9084,24540,6957,0.7882
412,Northern Kentucky University,,KY,1,5,0,0.5706,0.0744,9244,10032,19680,7676,0.9728
413,University of Pikeville,,KY,2,5,0,0.5148,0.1035,17585,20950,20950,6235,0.602
414,Spalding University,,KY,2,5,0,0.6921,0.1759,23596,24500,24500,7393,0.5024
415,Thomas More University,,KY,2,5,0,0.5066,0.0918,17828,31200,31200,6610,0.528
416,Transylvania University,,KY,2,5,0,0.5947,0.0547,24588,38750,38750,7580,0.8
417,Union College,,KY,2,5,0,0.5165,0.1406,21586,27140,27140,4877,1
418,Western Kentucky University,,KY,1,5,0,0.5803,0.0914,12776,10512,26280,7424,0.6473
419,Centenary College of Louisiana,,LA,2,5,0,0.5717,0.1415,25449,36580,36580,7278,0.7671
420,Dillard University,,LA,2,5,1,0.7586,0.8373,17123,17918,17918,6355,0.5798
421,Grambling State University,,LA,1,5,1,0.6036,0.9012,18915,7435,16458,5906,1
422,Louisiana State University-Alexandria,,LA,1,5,0,0.7063,0.1964,7835,6668,14024,6162,0.5949
423,Louisiana State University and Agricultural & Mechanical College,,LA,1,5,0,0.526,0.1254,15428,11950,28627,10192,0.9063
424,Louisiana State University-Shreveport,,LA,1,5,0,0.594,0.2152,9233,7327,20481,7177,0.6816
425,Louisiana College,,LA,2,5,0,0.4711,0.2495,12789,17000,17000,5501,0.5984
426,Louisiana Tech University,,LA,1,5,0,0.4426,0.1304,9839,9645,18558,7893,0.813
427,Loyola University New Orleans,,LA,2,5,0,0.6349,0.1667,20776,39942,39942,8583,0.6304
428,McNeese State University,,LA,1,5,0,0.5917,0.1662,10788,7860,15898,6609,1
429,University of New Orleans,,LA,1,5,0,0.4931,0.179,10541,8771,13607,7979,0.668
430,Nicholls State University,,LA,1,5,0,0.6397,0.1892,11266,7952,9045,6139,1
431,University of Louisiana at Monroe,,LA,1,5,0,0.6529,0.2533,9361,8554,20654,7372,1
432,Northwestern State University of Louisiana,,LA,1,5,0,0.716,0.3168,11049,7922,18710,6311,0.6116
433,University of Holy Cross,,LA,2,5,0,0.8563,0.3013,14368,14180,14180,6866,0.5407
434,Southeastern Louisiana University,,LA,1,5,0,0.6267,0.2177,11910,8165,20643,6854,0.8194
435,Southern University and A & M College,,LA,1,5,1,0.645,0.9303,16579,9122,16472,7149,0.98
436,Southern University at New Orleans,,LA,1,5,1,0.7277,0.7068,7097,7033,15934,5890,0.6908
437,University of Louisiana at Lafayette,,LA,1,5,0,0.5721,0.201,11228,9912,23640,8337,0.7834
438,Tulane University of Louisiana,,LA,2,5,0,0.5913,0.0734,35132,54820,54820,11783,0.6278
439,Xavier University of Louisiana,,LA,2,5,1,0.7505,0.7985,19569,24348,24348,8817,0.8727
440,College of the Atlantic,,ME,2,1,0,0.7554,0.0122,19480,43542,43542,8426,1
441,Bates College,,ME,2,1,0,0.4978,0.0513,26477,53794,53794,11252,0.8655
442,Bowdoin College,,ME,2,1,0,0.5052,0.0805,21300,53922,53922,12120,0.8588
443,Colby College,,ME,2,1,0,0.5245,0.0415,18553,55210,55210,11881,0.9176
444,University of Maine at Augusta,,ME,1,1,0,0.7093,0.0146,10917,7988,17918,7392,0.3525
445,University of Maine at Farmington,,ME,1,1,0,0.6646,0.0244,14249,9118,18598,7105,0.6919
446,University of Maine at Fort Kent,,ME,1,1,0,0.7299,0.0426,12107,8115,12315,6700,0.369
447,University of Maine at Machias,,ME,1,1,0,0.6979,0.025,8454,7830,15100,6725,0.459
448,University of Maine,,ME,1,1,0,0.4662,0.0196,16388,11170,30970,9486,0.699
449,Maine Maritime Academy,,ME,1,1,0,0.1573,0.0133,22764,13478,27098,11806,0.75
450,University of Maine at Presque Isle,,ME,1,1,0,0.6308,0.0442,10405,8035,12235,6717,0.4615
451,University of New England,,ME,2,1,0,0.6974,0.0122,33729,37620,37620,8888,0.5169
452,Saint Joseph's College of Maine,,ME,2,1,0,0.6466,0.0163,26405,35650,35650,6196,0.987
453,University of Southern Maine,,ME,1,1,0,0.5838,0.0663,12180,8918,21294,8795,0.336
454,Thomas College,,ME,2,1,0,0.484,0.0358,21411,26900,26900,6673,0.5625
455,Unity College,,ME,2,1,0,0.5163,0.0041,26463,29160,29160,6046,0.4773
456,University of Baltimore,,MD,1,2,0,0.5929,0.473,21373,8958,21076,10286,0.4952
457,Bowie State University,,MD,1,2,1,0.6144,0.8286,16510,8234,18874,8399,0.5025
458,Washington Adventist University,,MD,2,2,0,0.64,0.4976,16729,23900,23900,5463,0.3788
459,Coppin State University,,MD,1,2,1,0.7803,0.8074,10422,8873,15144,7629,0.4762
460,Frostburg State University,,MD,1,2,0,0.5171,0.3308,14656,9172,22892,7059,0.6605
461,Goucher College,,MD,2,2,0,0.6783,0.1779,25537,44300,44300,8355,0.7485
462,Hood College,,MD,2,2,0,0.6312,0.1816,22064,39492,39492,7624,0.4719
463,Johns Hopkins University,,MD,2,2,0,0.5137,0.071,30701,53740,53740,13332,0.9748
464,Loyola University Maryland,,MD,2,2,0,0.5834,0.057,39168,48920,48920,8880,0.9613
465,University of Maryland-Baltimore County,,MD,1,2,0,0.4438,0.1834,18706,11778,26872,9869,0.6915
466,University of Maryland-College Park,,MD,1,2,0,0.4685,0.1164,18457,10595,35216,13045,0.7799
467,University of Maryland Eastern Shore,,MD,1,2,1,0.5583,0.7076,17745,8302,18508,8202,0.7264
468,Morgan State University,,MD,1,2,1,0.5458,0.7981,16991,7900,18167,8742,0.6872
469,Mount St. Mary's University,,MD,2,2,0,0.5154,0.1597,28060,41350,41350,7766,0.9928
470,Notre Dame of Maryland University,,MD,2,2,0,0.9569,0.291,29444,36900,36900,7023,0.4694
471,Salisbury University,,MD,1,2,0,0.5617,0.1378,17686,9824,19526,8015,0.6633
472,St. Mary's College of Maryland,,MD,1,2,0,0.5787,0.0917,20637,14806,30568,7402,0.7353
473,St. John's College,,MD,2,2,0,0.4768,0.019,23921,53343,53343,9699,1
474,Towson University,,MD,1,2,0,0.5954,0.2289,18186,9940,23208,7347,0.5256
475,Stevenson University,,MD,2,2,0,0.6453,0.2569,26099,36242,36242,8250,0.3243
476,Washington College,,MD,2,2,0,0.5894,0.0939,26718,46978,46978,7989,0.7229
477,McDaniel College,,MD,2,2,0,0.5097,0.1654,22302,43260,43260,7064,0.2259
478,American International College,,MA,2,1,0,0.632,0.2211,21848,35680,35680,7017,0.1733
479,Amherst College,,MA,2,1,0,0.5046,0.1073,25208,56426,56426,12975,0.9158
480,Anna Maria College,,MA,2,1,0,0.5252,0.1415,25502,37860,37860,6468,0.2081
481,Assumption College,,MA,2,1,0,0.575,0.0511,29660,40958,40958,8506,0.4932
482,Bay Path University,,MA,2,1,0,1,0.1468,20485,34225,34225,7844,0.2148
483,Becker College,,MA,2,1,0,0.5704,0.0783,31804,39200,39200,7972,0.2743
484,Bentley University,,MA,2,1,0,0.4012,0.0373,36919,49880,49880,14104,0.6551
485,Boston College,,MA,2,1,0,0.526,0.0408,33562,55464,55464,15323,0.6477
486,Boston University,,MA,2,1,0,0.6005,0.0412,30729,53948,53948,14136,0.7021
487,Brandeis University,,MA,2,1,0,0.6057,0.0527,37688,55395,55395,13176,0.6805
488,Bridgewater State University,,MA,1,1,0,0.5874,0.1136,17765,10367,16507,9176,1
489,Cambridge College,,MA,2,1,0,0.7319,0.3043,22462,15588,15588,7677,1
490,Clark University,,MA,2,1,0,0.6101,0.04,28455,45730,45730,10859,1
491,Curry College,,MA,2,1,0,0.5811,0.1183,30293,40070,40070,10005,0.3541
492,Eastern Nazarene College,,MA,2,1,0,0.5334,0.2128,24149,25598,25598,5684,0.3026
493,Emerson College,,MA,2,1,0,0.601,0.0317,43668,46852,46852,10202,0.4488
494,Emmanuel College,,MA,2,1,0,0.75,0.0668,31203,39804,39804,9049,0.4724
495,Endicott College,,MA,2,1,0,0.6225,0.0162,34861,33050,33050,8764,0.2766
496,Fisher College,,MA,2,1,0,0.6654,0.1118,24472,31384,31384,6910,0.2126
497,Fitchburg State University,,MA,1,1,0,0.5302,0.1084,16647,10354,16434,9127,0.5267
498,Framingham State University,,MA,1,1,0,0.5818,0.1201,19064,10520,16600,8888,0.622
499,Gordon College,,MA,2,1,0,0.6321,0.0465,26369,37400,37400,7046,0.8819
500,Hampshire College,,MA,2,1,0,0.6162,0.0783,28173,51668,51668,9404,0.7724
501,Harvard University,,MA,2,1,0,0.4887,0.0803,15561,50420,50420,20484,0.8649
502,College of the Holy Cross,,MA,2,1,0,0.5142,0.0446,35692,52770,52770,11320,0.8792
503,Lasell University,,MA,2,1,0,0.6388,0.0752,26185,36000,36000,8241,0.3473
504,Lesley University,,MA,2,1,0,0.796,0.0754,32289,27975,27975,8681,0.2344
505,University of Massachusetts-Lowell,,MA,1,1,0,0.3854,0.0637,18882,15180,32827,11606,0.5873
506,University of Massachusetts-Amherst,,MA,1,1,0,0.499,0.0456,21396,15887,34570,12254,0.7927
507,University of Massachusetts-Boston,,MA,1,1,0,0.5417,0.1714,13369,14167,33966,10730,0.6219
508,Massachusetts Institute of Technology,,MA,2,1,0,0.4677,0.0615,18278,51832,51832,18852,0.9865
509,Massachusetts Maritime Academy,,MA,1,1,0,0.1258,0.0103,20294,9728,26106,9674,0.6286
510,Merrimack College,,MA,2,1,0,0.5049,0.0323,33230,41760,41760,8821,0.4817
511,Mount Holyoke College,,MA,2,1,0,1,0.0452,25937,49998,49998,10739,0.8831
512,Massachusetts College of Liberal Arts,,MA,1,1,0,0.6175,0.0849,17914,10559,19504,8772,0.5287
513,Northeastern University,,MA,2,1,0,0.514,0.0387,31855,51522,51522,13158,0.7429
514,College of Our Lady of the Elms,,MA,2,1,0,0.7569,0.1012,22803,35788,35788,6671,0.2996
515,Pine Manor College,,MA,2,1,0,0.4859,0.3173,15896,31660,31660,6099,0.375
516,Salem State University,,MA,1,1,0,0.6238,0.098,19265,10642,17082,8969,0.9823
517,Simmons University,,MA,2,1,0,0.9961,0.0704,28568,40850,40850,8124,0.1658
518,Smith College,,MA,2,1,0,1,0.0665,28193,52404,52404,11672,0.7924
519,Springfield College,,MA,2,1,0,0.4936,0.058,28387,37444,37444,8013,1
520,University of Massachusetts-Dartmouth,,MA,1,1,0,0.4888,0.1636,19516,13921,29141,10873,0.6967
521,Stonehill College,,MA,2,1,0,0.5968,0.0388,34380,42746,42746,9533,0.6288
522,Suffolk University,,MA,2,1,0,0.5503,0.0523,30469,38566,38566,12064,0.5417
523,Tufts University,,MA,2,1,0,0.521,0.0427,31485,56382,56382,12396,0.6399
524,Wellesley College,,MA,2,1,0,1,0.0652,22247,53732,53732,12404,0.7724
525,Wentworth Institute of Technology,,MA,2,1,0,0.2085,0.0595,34369,33950,33950,8743,1
526,Western New England University,,MA,2,1,0,0.3722,0.043,29941,36804,36804,9385,0.6989
527,Westfield State University,,MA,1,1,0,0.5499,0.0477,18131,10429,16509,9443,0.4508
528,Wheaton College,,MA,2,1,0,0.608,0.0543,29053,52626,52626,9359,0.6818
529,Williams College,,MA,2,1,0,0.4813,0.0819,21239,55450,55450,12715,0.8644
530,Worcester Polytechnic Institute,,MA,2,1,0,0.3815,0.03,41390,50530,50530,12477,0.8234
531,Worcester State University,,MA,1,1,0,0.5981,0.0879,18580,10161,16241,8832,0.4549
532,Adrian College,,MI,2,3,0,0.4745,0.0685,26402,37087,37087,8097,0.5076
533,Albion College,,MI,2,3,0,0.541,0.1508,15413,45590,45590,7552,0.7742
534,Alma College,,MI,2,3,0,0.5845,0.033,21985,40258,40258,7500,0.7122
535,Andrews University,,MI,2,3,0,0.5607,0.191,20399,29288,29288,4951,0.9724
536,Aquinas College,,MI,2,3,0,0.6036,0.0364,17401,32574,32574,6336,0.4466
537,Calvin University,,MI,2,3,0,0.5324,0.0355,25017,34600,34600,8651,1
538,Central Michigan University,,MI,1,3,0,0.5759,0.0956,15677,12960,24120,9350,0.7235
539,Davenport University,,MI,2,3,0,0.5552,0.1159,17670,18414,18414,6748,0.2132
540,University of Detroit Mercy,,MI,2,3,0,0.6256,0.1282,20415,28000,28000,9435,1
541,Eastern Michigan University,,MI,1,3,0,0.6014,0.1801,15394,12508,12508,9744,0.9848
542,Ferris State University,,MI,1,3,0,0.5149,0.081,13008,11788,11788,9084,0.6915
543,Kettering University,,MI,2,3,0,0.1972,0.0231,38117,43490,43490,8604,1
544,Cornerstone University,,MI,2,3,0,0.6176,0.0897,20554,24500,24500,5954,0.9839
545,Grand Valley State University,,MI,1,3,0,0.5942,0.0469,18019,12484,17762,8902,0.6676
546,Hope College,,MI,2,3,0,0.6228,0.0259,25814,34010,34010,8367,0.6739
547,Kalamazoo College,,MI,2,3,0,0.5726,0.0761,23667,48666,48666,7116,0.8056
548,Lake Superior State University,,MI,1,3,0,0.5174,0.0128,11043,11895,11895,6494,0.9259
549,Lawrence Technological University,,MI,2,3,0,0.2622,0.0844,30001,33570,33570,7789,0.3627
550,Madonna University,,MI,2,3,0,0.6724,0.1194,16316,21900,21900,7377,0.3046
551,Rochester University,,MI,2,3,0,0.6185,0.1852,15971,23282,23282,5861,0.8837
552,University of Michigan-Ann Arbor,,MI,1,3,0,0.4974,0.0427,16010,15262,49350,11622,0.8243
553,Michigan State University,,MI,1,3,0,0.507,0.0747,18984,14460,39766,11802,0.8807
554,Michigan Technological University,,MI,1,3,0,0.2735,0.0101,15348,15646,33726,10344,0.9084
555,University of Michigan-Dearborn,,MI,1,3,0,0.4593,0.0836,11208,12930,25158,10195,0.6556
556,University of Michigan-Flint,,MI,1,3,0,0.6146,0.1308,13352,11304,22065,9077,0.537
557,Northern Michigan University,,MI,1,3,0,0.5521,0.0201,14690,10729,16225,8387,0.7215
558,Oakland University,,MI,1,3,0,0.5631,0.077,11560,12606,24230,9452,0.5289
559,Olivet College,,MI,2,3,0,0.4239,0.2039,19846,27680,27680,6064,1
560,Kuyper College,,MI,2,3,0,0.6139,0.0253,19531,21989,21989,5498,0.4815
561,Saginaw Valley State University,,MI,1,3,0,0.5971,0.0795,15375,10308,24215,8280,0.5484
562,Siena Heights University,,MI,2,3,0,0.5789,0.1096,20989,27124,27124,6222,0.9894
563,Spring Arbor University,,MI,2,3,0,0.6822,0.1149,19599,28810,28810,5546,0.2914
564,Finlandia University,,MI,2,3,0,0.4889,0.0494,22518,22758,22758,5204,1
565,Wayne State University,,MI,1,3,0,0.5661,0.1615,14226,13097,27991,10622,0.5609
566,Western Michigan University,,MI,1,3,0,0.485,0.1156,19119,12483,15373,9972,0.6268
567,Augsburg University,,MN,2,4,0,0.5387,0.1592,23498,38800,38800,7732,0.4654
568,Bemidji State University,,MN,1,4,0,0.5655,0.0244,15624,8696,8696,8665,0.6436
569,Bethany Lutheran College,,MN,2,4,0,0.5175,0.0301,16749,27780,27780,6554,0.5857
570,Bethel University,,MN,2,4,0,0.6232,0.0485,25604,37300,37300,7705,0.471
571,Carleton College,,MN,2,4,0,0.5049,0.0479,30210,54759,54759,12124,0.8623
572,Concordia College at Moorhead,,MN,2,4,0,0.5764,0.0234,22573,39878,39878,7494,0.7362
573,Concordia University-Saint Paul,,MN,2,4,0,0.5902,0.1149,16819,22275,22275,4772,0.3697
574,Gustavus Adolphus College,,MN,2,4,0,0.5841,0.0301,21853,45400,45400,7411,0.8065
575,Hamline University,,MN,2,4,0,0.6206,0.0896,20492,41290,41290,7673,0.4567
576,Macalester College,,MN,2,4,0,0.5949,0.0343,25783,54344,54344,10623,0.779
577,Minnesota State University-Mankato,,MN,1,4,0,0.5256,0.0517,16035,8184,16235,9440,0.6655
578,Metropolitan State University,,MN,1,4,0,0.5845,0.2098,15549,7879,14980,9464,0.2456
579,University of Minnesota-Twin Cities,,MN,1,4,0,0.5307,0.05,17479,14760,30438,11927,0.8262
580,University of Minnesota-Crookston,,MN,1,4,0,0.5262,0.0627,11410,11822,11822,7471,0.9149
581,University of Minnesota-Duluth,,MN,1,4,0,0.4704,0.0224,17319,13366,18484,8441,0.8196
582,University of Minnesota-Morris,,MN,1,4,0,0.5685,0.0188,10572,13314,15342,7268,0.9423
583,Minnesota State University Moorhead,,MN,1,4,0,0.6065,0.0376,16944,8496,15906,9115,0.6452
584,North Central University,,MN,2,4,0,0.5451,0.051,21314,24240,24240,6679,0.4205
585,University of Northwestern-St Paul,,MN,2,4,0,0.5908,0.0358,22901,31540,31540,6455,1
586,College of Saint Benedict,,MN,2,4,0,1,0.0253,26332,45264,45264,8512,0.8448
587,Saint Cloud State University,,MN,1,4,0,0.5105,0.0866,14449,8265,16499,9802,0.6429
588,Saint Johns University,,MN,2,4,0,0,0.0456,25009,44990,44990,8522,0.8447
589,Saint Mary's University of Minnesota,,MN,2,4,0,0.5699,0.0873,19888,35110,35110,6899,0.2341
590,St Olaf College,,MN,2,4,0,0.5728,0.0255,23386,47840,47840,8726,0.7088
591,Crown College,,MN,2,4,0,0.5047,0.1019,24050,26200,26200,4993,0.3113
592,The College of Saint Scholastica,,MN,2,4,0,0.7127,0.0317,23232,37212,37212,7050,0.5253
593,University of St Thomas,,MN,2,4,0,0.4675,0.0328,28904,42736,42736,10549,0.5247
594,St Catherine University,,MN,2,4,0,0.9574,0.1028,19131,39554,39554,7233,0.519
